공고명,사업요약
국도21호선 음성 삼봉리 등 8개소 도로포장 보수공사 폐기물처리용역,국도21호선 음성 삼봉리 등 8개소 포장 폐기물처리
국도21호선 적석교 등 30개소 건설엔지니어링 사업(정기안전점검),국도21호선 적석교 등 30개소 정기안전점검
국도21호선 전주 덕진 신미지하차도 포장보수공사 폐기물처리용역,국도21호선 전주 신미지하차도 포장보수 폐기물
국도21호선 전주 덕진 전미지하차도 포장보수공사 폐기물처리용역,국도21호선 전주 전미지하차도 포장보수 폐기물
국도21호선 전주 신미지하차도 침수사고 방지시설 개선공사,국도21호선 전주 신미지하차도 침수방지 개선
국도21호선 전주 전미지하차도 침수사고 방지시설 개선공사,국도21호선 전주 전미지하차도 침수방지 개선
국도21호선 전주 조촌교 등 9개소 비점오염저감시설 유지관리 용역,국도21호선 전주 조촌교 등 9개소 비점오염저감 관리
국도21호선 절토사면 Sta.2+200~2+630 등 6개소 안전점검 및 성능평가용역,국도21호선 절토사면 등 6개소 안전점검·성능평가
국도21호선 정전교(상) 등 2개소 점검차량 대기차로 설치공사,국도21호선 정전교 등 2개소 점검차량 대기차로 설치
국도21호선 중흥육교 A2~군산시B(앞) 등 12개소 포장도 보수공사,국도21호선 중흥육교~군산시 등 12개소 포장 보수
국도21호선 중흥육교 A2~군산시B(앞) 등 12개소 포장도 보수공사(1공구) 폐기물처리용역,국도21호선 중흥육교 등 포장(1공구) 폐기물처리
국도21호선 중흥육교 A2~군산시B(앞) 등 12개소 포장도 보수공사(2공구) 폐기물 처리용역,국도21호선 중흥육교 등 포장(2공구) 폐기물처리
국도21호선 진천 진천 교성리 단구간 확장공사 건설폐기물처리용역,국도21호선 진천 교성리 확장 폐기물처리
국도21호선 진천 진천 사석삼거리 교차로 개선공사 건설폐기물처리용역,국도21호선 진천 사석삼거리 개선 폐기물처리
국도21호선 진천 진천 사석삼거리 교차로 개선공사(전기),국도21호선 진천 사석삼거리 교차로 개선(전기)
국도21호선 천안 성남 화성졸음쉼터 ITS 시설물 이설공사,국도21호선 천안 화성졸음쉼터 ITS 시설물 이설
국도21호선 천안 장산리 콘크리트옹벽 등 22개소 시설물 정비공사,국도21호선 천안 장산리옹벽 등 22개소 시설물 정비
국도21호선 하봉교(상) 등 4개교 정밀·정기안전점검용역,국도21호선 하봉교 등 4개교 정밀·정기안전점검
국도21호선 학동교(상) 등 4개교 정밀·정기안전점검용역,국도21호선 학동교 등 4개교 정밀·정기안전점검
"국도21호선 한천교 등 5개소 건설엔지니어링 사업(정밀안전점검, 성능평가)",국도21호선 한천교 등 5개소 정밀점검·성능평가
국도21호선 황산육교 등 4개소 시설물 보수공사 폐기물처리용역,국도21호선 황산육교 등 4개소 시설물 보수 폐기물
국도21호선 황소교(상) 등 2개소 정밀·정기안전점검 및 내진성능평가용역,국도21호선 황소교 등 2개소 정밀·정기점검·내진평가
"국도21호선(충남도계~음성군계), 국도34호선(진천 삼덕교차로~괴산군계) 차선도색 정비공사",국도21·34호선 차선도색 정비
국도22호선 선운사터널(상) 등 2개소 정밀·정기안전점검 및 2종성능평가용역,국도22호선 선운사터널 등 2개소 정밀점검·성능평가
국도22호선 순천 주암지구 절토사면 등 12개소 정밀안전점검용역,국도22호선 순천 주암 절토사면 등 12개소 정밀점검
국도22호선 인천강교(상) 등 4개교 정밀·정기안전점검용역,국도22호선 인천강교 등 4개교 정밀·정기안전점검
국도22호선 정읍 소성지구 병목지점 개선공사 실시설계용역,국도22호선 정읍 소성지구 병목개선 실시설계
국도22호선 탑정교(상) 등 4개교 정밀·정기안전점검용역,국도22호선 탑정교 등 4개교 정밀·정기안전점검
"국도22호선 화순 구암IC교 등 11개소 정밀안전점검용역(성능평가, 내진성능평가 포함)",국도22호선 화순 구암IC교 등 11개소 정밀안전점검
국도22호선 화순 너릿재터널 등 6개소 방재시설 보수공사,국도22호선 화순 너릿재터널 등 6개소 방재시설 보수
국도22호선 화순 너릿재터널(상) 등 19개소 정기안전(하자)점검용역,국도22호선 화순 너릿재터널 등 19개소 정기점검
국도22호선 화순 백동교(상) 등 11개소 정밀안전진단 및 정밀안전점검용역(성능평가 포함),국도22호선 화순 백동교 등 11개소 정밀진단·점검
국도22호선 화순 백동교(상) 등 9개소 시설물 보수공사,국도22호선 화순 백동교 등 9개소 시설물 보수
국도22호선 화순 운농2교(하) 등 2개소 교면포장 보수공사,국도22호선 화순 운농2교 등 2개소 교면포장 보수
국도22호선 화순 운농2교(하) 등 2개소 교면포장 보수공사 폐기물처리용역,국도22호선 화순 운농2교 등 교면포장 폐기물처리
국도22호선 화순 운농지구 등 5개소 도로시설물 정비공사,국도22호선 화순 운농 등 5개소 도로시설물 정비
국도22호선 화순 운농지구 등 5개소 도로시설물 정비공사 폐기물처리용역,국도22호선 화순 운농 등 시설물 정비 폐기물처리
국도22호선 화순 운농터널(상) 등 26개소 시설물 위탁관리용역,국도22호선 화순 운농터널 등 26개소 위탁관리
국도22호선 화순 이십곡지구 등 5개소 도로유지 보수공사,국도22호선 화순 이십곡 등 5개소 도로 보수
국도22호선 화순 지실교(상) 등 2개소 시설물 보수공사,국도22호선 화순 지실교 등 2개소 시설물 보수
국도22호선 화순 천덕지구 등 방호울타리 정비공사 폐기물처리용역,국도22호선 화순 천덕 방호울타리 정비 폐기물처리
국도23호선 24DN23D07000 등 9개소 정밀안전점검 및 성능평가용역,국도23호선 24DN23D07000 등 9개소 정밀점검
국도23호선 강진 동백지구 등 2개소 배수로 정비공사 폐기물처리용역,국도23호선 강진 동백 등 2개소 배수로 정비 폐기물
국도23호선 강진 목리교(상) 등 4개소 정밀안전점검용역,국도23호선 강진 목리교 등 4개소 정밀안전점검
국도23호선 고령2교A2+0.399 ~ 고령2교A2+2.197 등 4개소 포장도 보수공사,국도23호선 고령2교 등 4개소 포장 보수
국도23호선 고령2교A2+0.399 ~ 고령2교A2+2.197 등 4개소 포장도 보수공사  폐기물처리용역,국도23호선 고령2교 등 4개소 포장 폐기물처리
국도23호선 고창 성송 암치지구 등 7개소 배수로 정비공사,국도23호선 고창 성송 암치 등 7개소 배수로 정비
국도23호선 고창 신림면 입구교차로 등 2개소 병목지점 개선공사,국도23호선 고창 신림 입구교차로 등 2개소 병목개선
국도23호선 고창 신림면 입구교차로 등 2개소 병목지점 개선공사 폐기물처리(폐아스콘)용역,국도23호선 고창 신림 등 병목개선 폐아스콘처리
국도23호선 고창 신림면 입구교차로 등 2개소 병목지점 개선공사 폐기물처리(폐콘크리트)용역,국도23호선 고창 신림 등 병목개선 폐콘크리트처리
국도23호선 고창 신림면 입구교차로 등 2개소 병목지점 개선공사(전기공사),국도23호선 고창 신림 입구교차로 등 병목개선(전기)
국도23호선 고창 장두교차로 등 2개소 병목지점 개선공사,국도23호선 고창 장두교차로 등 2개소 병목개선
국도23호선 고창 장두교차로 등 2개소 병목지점 개선공사 폐기물처리용역(폐아스콘),국도23호선 고창 장두교차로 등 병목개선 폐아스콘
국도23호선 고창 장두교차로 등 2개소 병목지점 개선공사 폐기물처리용역(폐콘크리트),국도23호선 고창 장두교차로 등 병목개선 폐콘크리트
국도23호선 고창 흥덕 제하사거리 등 2개소 사고잦은 곳 개선공사,국도23호선 고창 흥덕 제하사거리 등 사고잦은곳 개선
국도23호선 고창 흥덕 제하사거리 등 2개소 사고잦은 곳 개선공사 폐기물처리용역,국도23호선 고창 제하사거리 등 개선 폐기물처리
국도23호선 공주시계(청룡2교)-유천교차로간 차선도색공사,국도23호선 공주시계~유천교차로 차선도색
국도23호선 김제 목천대교 교면포장 보수공사 폐기물처리용역,국도23호선 김제 목천대교 교면포장 폐기물처리
국도23호선 나주 금곡지구 이동식과적검문소 설치공사 폐기물처리용역,국도23호선 나주 금곡 이동식과적검문소 설치 폐기물
국도23호선 나주 금곡지구 이동식과적검문소 설치공사(전기),국도23호선 나주 금곡 이동식과적검문소 설치(전기)
국도23호선 나주 동수교차로 ~ 함평 학교사거리 등 2개소 차선도색공사,국도23호선 나주 동수교차로~함평 학교 등 차선도색
국도23호선 나주 왕곡 지내 방호울타리 지주보강 정비공사,국도23호선 나주 왕곡 지내 방호울타리 정비
국도23호선 다송과선교(상) 등 49개소 정기안전점검용역,국도23호선 다송과선교 등 49개소 정기안전점검
국도23호선 동진대교(상) 등 2개교 정밀안전진단 및 1종성능평가용역,국도23호선 동진대교 등 2개교 정밀진단·성능평가
국도23호선 등 보성출장소 관내 도로정비사업 실시설계용역,국도23호선 등 보성출장소 도로정비 실시설계
국도23호선 부안 주산 사산지구 등 4개소 배수로 정비공사,국도23호선 부안 주산 사산 등 4개소 배수로 정비
국도23호선 영광 녹산지구 교차로 개선공사 폐기물처리용역,국도23호선 영광 녹산 교차로 개선 폐기물처리
국도23호선 영광 안맹지구 교차로개선 및 버스정차대 설치공사,국도23호선 영광 안맹 교차로개선·버스정차대 설치
국도23호선 영광 안맹지구 교차로개선 및 버스정차대 설치공사 폐기물처리용역,국도23호선 영광 안맹 교차로개선 설치 폐기물처리
국도23호선 영만IC교(상) 등 2개소 정밀·정기안전점검 및 2종성능평가용역,국도23호선 영만IC교 등 2개소 정밀점검·성능평가
국도23호선 영암 남송지구 등 8개소 포장도 보수공사 폐기물처리용역,국도23호선 영암 남송 등 8개소 포장도 폐기물처리
국도23호선 영암 연소지구 등 4개소 도로시설물 정비공사,국도23호선 영암 연소 등 4개소 도로시설물 정비
국도23호선 장흥 관산 외동지구 등 4개소 배수로 정비공사,국도23호선 장흥 관산 등 4개소 배수로 정비
국도23호선 장흥 대덕 잠두리 등 3개소 사면정비공사 폐기물처리용역,국도23호선 장흥 대덕 등 3개소 사면정비 폐기물처리
국도23호선 장흥 덕산지구 포장도 보수공사 폐기물처리용역,국도23호선 장흥 덕산 포장도 보수 폐기물처리
국도23호선 장흥 부산지구 절토사면 등 12개소 정밀안전점검용역,국도23호선 장흥 부산 등 12개소 절토사면 점검
국도23호선 장흥 순지교차로 병목지점 개선공사 폐기물처리용역,국도23호선 장흥 순지교차로 병목개선 폐기물처리
국도23호선 장흥 순지교차로-장흥 장흥대교 등 2개소 차선도색공사,국도23호선 장흥 순지~장흥대교 등 2개소 차선도색
